Date,Matched Keywords,User,Source,Followers,Friends,Favorite,Tweet,predTweet,CleanedTweet,Prediction
8/6/2020,Trump,RobertA92704951,Twitter for Android,150,543,0,"@CarmenSisRice Trump has been a criminal for more than half a decade, & most of his crimes are already expired according to various statutes of limitations, so justice delayed is justice denied. Anyway,there are already several criminal & civil investigations going on, & they aren't going away.",trump has been criminal for more than half decade and most of his crimes are already expired according various statutes of limitations so justice delayed justice denied anywaythere are already several criminal and civil investigations going and they are not going away,"['trump', 'crimin', 'half', 'decad', 'crime', 'alreadi', 'expir', 'accord', 'variou', 'statut', 'limit', 'justic', 'delay', 'justic', 'deni', 'anywayther', 'alreadi', 'sever', 'crimin', 'civil', 'investig', 'go', 'go', 'away']",Negative
8/6/2020,Biden,ormazd72,Twitter Web App,9659,9853,1,Bien should tell him they can hold the debate at To-Semite. http://t.co/h7Cis415Ks,biden should tell him they can hold the debate yosemite,"['bien', 'tell', 'hold', 'debat', 'yosemit']",Neutral
8/6/2020,Trump,KathyGolden1953,Twitter for Android,5856,6440,0,Trump’s psychiatric disturbance could destroy democracy if he wins a second term: clinical psychologist http://t.co/A6d33daaRA,trumps psychiatric disturbance could destroy democracy if he wins second term clinical psychologist,"['trump', 'psychiatr', 'disturb', 'could', 'destroy', 'democraci', 'win', 'second', 'term', 'clinic', 'psychologist']",Negative
8/6/2020,Trump,EmptyShackles,Twitter Web App,427,240,0,@adz24 Such a Trump wannabe,such trump wannabe,"['trump', 'wannab']",Neutral
8/6/2020,Trump,DorisLo52084286,Twitter for Android,15,279,0,"@robsmithonline People respect Opah, unlike Trump",people respect oprah unlike trump,"['peopl', 'respect', 'opah', 'unlik', 'trump']",Positive
8/6/2020,Biden,radisson52,Twitter for iPhone,13618,14139,0,Watch–Joe Bien Snaps at Black Reporter over Cognitive Test Question: ‘Are You a Sunkie?’ http://t.co/7X5VGbucIy,watchjoe biden snaps black reporter over cognitive test are you junkie,"['watchjo', 'bien', 'snap', 'black', 'report', 'cognit', 'test', 'question', 'junki']",Neutral
8/6/2020,Trump,RodentHour,Twitter for iPhone,1300,1049,0,@mmpadellan But he’s protecting our 2nd Amendment! Without Trump we wouldn’t have it. At least according to Trump. 🙄,but hes protecting our nd amendment without trump we wouldnt have it least according trump,"['protect', 'amend', 'without', 'trump', 'wouldnt', 'least', 'accord', 'trump']",Neutral
8/6/2020,Trump,janeolex1,Twitter for iPhone,186,272,0,Americans desperately want a national coronavirus plan. Trump's perfectly happy doing squat http://t.co/oYH1KWh02,americans desperately want national coronavirus plan trump perfectly happy doing squat,"['american', 'desper', 'want', 'nation', 'coronaviru', 'plan', 'trump', 'perfectli', 'happi', 'squat']",Positive
8/6/2020,Trump,TheOnlyRampart1,StockTwits Web,14589,108,3,$IOC flag possible breakout here. my far plays. this is a plasma play and Trump said this morning on Fox n Friends they need plasma.,bioc flag possible breakout here my favorite plays this plasma play and trump said this morning fox friends they need plasma,"['bloc', 'flag', 'possibl', 'breakout', 'favorit', 'play', 'plasma', 'play', 'trump', 'said', 'morn', 'friend', 'need', 'plasma']",Neutral
8/6/2020,Trump,orion37784018,Twitter Web App,6,45,0,"@CNN President Trump took early action to help curb the spread of the virus from other countries to the United States, providing important time for response and preparations. In February, the President restricted travel for individuals recently traveling from Iran.",president trump took early action help curb the spread of the virus from other countries the united states providing important time for response and preparations in february the president restricted travel for individuals recently traveling from iran,"['presid', 'trump', 'took', 'earli', 'action', 'help', 'curb', 'spread', 'viru', 'countri', 'unit', 'state', 'provid', 'import', 'time', 'respons', 'prepar', 'februari', 'presid', 'restrict', 'travel', 'individu', 'recent', 'travel', 'iran']",Positive
8/7/2020,Biden,KayleeSwantek,Twitter for Android,256,472,0,@JackPosobiec Because it's not pertinent to their smear campaign. They don't care about facts just their narrative to cover Vomit & Bien's guilty ass.,because it not pertinent their smear campaign they do not care about facts just their narrative cover ovomit and biden guilty ass,"['pertin', 'smear', 'campaign', 'care', 'fact', 'narr', 'cover', 'vomit', 'bien', 'guilti']",Negative
8/7/2020,Trump,SFlagirl2000,Twitter for iPhone,4894,4833,0,@ChuckCallesto The American people should demand his appearance or get out of the race. He has proven to everyone he is incompetent to be a President by hiding from the public! President Trump is #1 not afraid to face the people & put America 1st,the american people should demand his appearance or get out of the race he has proven everyone he incompetent be president by hiding from the public president trump not afraid face the people and put america,"['american', 'peopl', 'demand', 'appear', 'race', 'proven', 'everyon', 'incompet', 'presid', 'hide', 'public', 'presid', 'trump', 'afraid', 'face', 'peopl', 'america']",Negative
8/7/2020,Trump,ChuckWi58226939,Twitter for iPhone,2114,4999,0,"Senator Scott you think it’s better to keep people unemployed with no income, yet senators give themselves raises all the time those raises affect the debt, I think the senators should take pay cuts that would help the debt and stop Trump from playing golf will help the debt. http://t.co/Lst4go8in http://t.co/2y0ZA0BL",senator scott you think its better keep people unemployed with no income yet senators give themselves raises all the time those raises affect the debt think the senators should take pay cuts that would help the debt and trump from playing golf will help the debt,"['senat', 'scott', 'think', 'better', 'keep', 'peopl', 'unemploy', 'incom', 'senat', 'give', 'rais', 'time', 'rais', 'affect', 'debt', 'think', 'senat', 'take', 'cut', 'would', 'help', 'debt', 'stop', 'trump', 'play', 'golf', 'help', 'debt']",Positive
8/7/2020,Biden,TAsterisk,Tumblr,678,830,0,Prof who has predicted the past 9 presidential winners says Bien will win on Nov. 3 - Prof who has predicted the past 9 presidential winners says Bien will win on Nov. 3 The history professor who has successfully predicted every presidential... http://t.co/Aykg2Nt3Ma,prof who has predicted the past presidential winners says biden will win nov prof who has predicted the past presidential winners says biden will win nov the history professor who has successfully predicted every presidential,"['prof', 'predict', 'past', 'presidenti', 'winner', 'say', 'bien', 'prof', 'predict', 'past', 'presidenti', 'winner', 'say', 'bien', 'histori', 'professor', 'success', 'predict', 'everi', 'presidenti']",Positive
8/7/2020,Trump,deLIBERnATION,Twitter Web App,3388,4425,0,Trump Doesn’t Understand the Severity of the Pandemic because he can't comprehend the PD.  He has to be shown color pictures & charts which at least HALF he can't understand.  @Costa is one of the EST journalists out there. We should call Bone Spurs President Umpy Rutherford. http://t.co/MR7uFOSQu,trump doesnt understand the severity of the pandemic because he cannot comprehend the pdb he has be shown color pictures and charts which least half he cannot understand one of the best journalists out there we should call bone spurs president lumpy rutherford,"['trump', 'doesnt', 'understand', 'sever', 'pandem', 'comprehend', 'shown', 'color', 'pictur', 'chart', 'least', 'half', 'understand', 'best', 'journalist', 'call', 'bone', 'spur', 'presid', 'lumpi', 'rutherford']",Positive
8/7/2020,Trump,Staceys55,Twitter for iPhone,28517,7264,0,"@GOPLeader You are not well!!! Last I checked, this virus doesn’t discriminate by political party. Seems only the Trump party doesn’t comprehend that simple logic!!!",you are not well last checked this virus doesnt discriminate by political party seems only the trump party doesnt comprehend that simple logic,"['well', 'last', 'check', 'viru', 'doesnt', 'discrimin', 'polit', 'parti', 'seem', 'trump', 'parti', 'doesnt', 'comprehend', 'simpl', 'logic']",Positive
8/7/2020,Trump,drtwinmom2,Twitter for Mac,279,809,0,I love him.  he is great and his wife is too.  I honor no trump reps. for their backbone and lincoln project- i’m progressive but they have honor. The current OP are spineless traitors who choose party and self-interest over country again and again #GOPBetrayedAmerica http://t.co/1cUnZ8qTvO,love him he great and his wife too honor no trump reps for their backbone and lincoln project im progressive but they have honor the current gop are spineless traitors who choose party and selfinterest over country again and again gopbetrayedamerica,"['love', 'great', 'wife', 'honor', 'trump', 'rep', 'backbon', 'lincoln', 'project', 'progress', 'honor', 'current', 'spineless', 'traitor', 'choos', 'parti', 'selfinterest', 'countri', 'gopbetrayedamerica']",Positive
8/7/2020,Trump,Mister_Twit,Twitter for iPhone,132,169,0,Sign the petition: Stop Trump’s hiding of COVID-19 data. Sign here: http://t.co/xzbdqK5az3,sign the petition trumps hiding of covid data sign here,"['sign', 'petit', 'stop', 'trump', 'hide', 'covid', 'data', 'sign']",Negative
8/7/2020,Trump,bstaples27,Twitter for Android,1,2,0,I like to say if teachers that hate Donald Trump more were more involved in making sure poor kids were getting a meal at school they open up the schools! Poor kids going hungry!,like say if teachers that hate donald trump more were more involved in making sure poor kids were getting meal school they open up the schools poor kids going hungry,"['like', 'teacher', 'hate', 'donald', 'trump', 'involv', 'make', 'sure', 'poor', 'kid', 'get', 'meal', 'school', 'open', 'school', 'poor', 'kid', 'go', 'hungri']",Negative
8/7/2020,Biden,ComradeHongYou,Twitter for iPhone,951,236,0,"@ComradeCorbyn6 I unironically want him to beat Bien. 

A C C E L E R A T E",unironically want him beat biden,"['uniron', 'want', 'beat', 'bien']",Positive
8/7/2020,Trump,pqpolitics,Twitter for Android,6282,6510,0,"In the era of corrupt, narcissistic, incompetent, malicious, selfish republican grifters like crooked Trump and his We KKKrew, and the spineless OP cowards in the Senate & Congress.

It is easy to forget their opposites, the good humans. 

Like these firefighters from #Beirut http://t.co/hOOfgGi0wt",in the era of corrupt narcissistic incompetent malicious selfish republican grifters like crooked trump and his wh kkkrew and the spineless gop cowards in the senate and congress it easy forget their opposites the good humans like these firefighters from beirut,"['corrupt', 'narcissist', 'incompet', 'malici', 'selfish', 'republican', 'grifter', 'like', 'crook', 'trump', 'knew', 'spineless', 'coward', 'senat', 'congress', 'easi', 'forget', 'opposit', 'good', 'human', 'like', 'firefight', 'beirut']",Positive
8/7/2020,Trump,KazePlays_JC,Twitter for iPad,6714,6092,0,"Do you think the world is going to forgive us for letting Donald Trump happen in the first place?

I’d like to get a handle on the number of apology letters to send.",do you think the world going forgive for letting donald trump happen in the first place id like get handle the number of apology letters send,"['think', 'world', 'go', 'forgiv', 'let', 'donald', 'trump', 'happen', 'first', 'place', 'like', 'handl', 'number', 'apolog', 'letter', 'send']",Positive
8/7/2020,Trump,higgins_donna,SmartNews | スマートニュース,6176,6496,0,Lincoln Project ad burns ‘pampered princeling’ Dared Kushner as Trump’s ‘Secretary of Failure’ http://t.co/oJW4yoy1S #SmartNews,lincoln project ad burns pampered princeling jared kushner as trumps secretary of failure smartnews,"['lincoln', 'project', 'burn', 'pamper', 'princel', 'dare', 'kushner', 'trump', 'secretari', 'failur', 'smart']",Negative
8/7/2020,Trump,sassyfangirl55,Twitter for iPhone,284,207,0,Trump will try anything to win. http://t.co/gcGQDxtx1K,trump will try anything win,"['trump', 'anyth']",Positive
8/7/2020,Trump,TheHubrisGuy,Twitter for Android,3291,168,0,It kicks so much ass that right after the Jonathan Swan interview with Trump we get this. This is ancient rome level shit http://t.co/IX0So8tz,it kicks so much ass that right after the jonathan swan interview with trump we get this this ancient rome level shit,"['kick', 'much', 'right', 'jonathan', 'swan', 'interview', 'trump', 'ancient', 'rome', 'level', 'shit']",Negative
8/7/2020,Trump,nopil3os,Twitter for Android,56,167,0,if you take a ordinary trump speech and arrange the words new in random order it still sounds like an ordinary trump speech,if you take ordinary trump speech and arrange the words new in random order it still sounds like an ordinary trump speech,"['take', 'ordinari', 'trump', 'speech', 'arrang', 'word', 'random', 'order', 'still', 'sound', 'like', 'ordinari', 'trump', 'speech']",Positive
8/7/2020,Trump,DianaSc99717236,Twitter Web App,440,434,0,This Mary Trump revelation about Donald Trump is startling http://t.co/mYzxH7UKhh via @PalmerReport,this mary trump revelation about donald trump startling via,"['mari', 'trump', 'revel', 'donald', 'trump', 'startl']",Positive
8/7/2020,Trump,Timothy55417262,Twitter Web App,24,171,0,"Money Maundering
Trump Panama Building A Magnet For Dirty Money Maundering | On Assignment with Richard Angel | MSBC http://t.co/g7NbBBady5",money laundering trump panama building magnet for dirty money laundering assignment with richard engel msnbc,"['money', 'launder', 'trump', 'panama', 'build', 'magnet', 'dirti', 'money', 'launder', 'assign', 'richard', 'angel', 'msnbc']",Negative
8/7/2020,Biden,fr045054,Twitter Web App,31,199,0,"NOT ONLY CREEPY OE BIDEN WHO WISHES To BECOME PRESIDENT Of CHINA. ANYBODY WHO OES NOT SACRIFICE OR THEIR ON COUNTRY OES NOT DESERVE To By PRESIDENT Of OG CATCHER ANYWHERE.
I WILL ALWAYS Go OR THE ONE WHO PLAYS To IN In LL AND SACRIFICES A POINT MEN OR LL AMERICAN.🇺🇸",not only creepy joe biden who wishes become president of china anybody who does not sacrifice for their own country does not deserve be president or dog catcher anywhere will always go for the one who plays win it all and sacrifices as point men for all americans,"['creepi', 'bien', 'wish', 'becom', 'presid', 'china', 'anybodi', 'sacrific', 'countri', 'deserv', 'presid', 'catcher', 'anywher', 'alway', 'play', 'sacrific', 'point', 'american']",Positive
8/7/2020,Biden,Maximil86429959,Twitter Web App,535,790,0,"Joe Bien has an appointment today with his good friend and personal doctor. Dr. Al.........

Dr. Al Zheimers! 😅😆👍🩺🌡️💊",joe biden has an appointment today with his good friend and personal doctor dr al dr al zheimers,"['bien', 'appoint', 'today', 'good', 'friend', 'person', 'doctor', 'zheimer']",Positive
8/7/2020,Trump,JoeyM728,Twitter Web App,1699,2113,0,"@wolfers It's just about the only attention the evil unfair media pays to Joe while they slobber over Trump's every sadistic grunt, I'm happy to keep the suspense going.",it just about the only attention the evil unfair media pays joe while they slobber over trump every sadistic grunt im happy keep the suspense going,"['attent', 'evil', 'unfair', 'medium', 'pay', 'slobber', 'trump', 'everi', 'sadist', 'grunt', 'happi', 'keep', 'suspens', 'go']",Negative
8/7/2020,Trump,thiccsnakechee1,Twitter for iPhone,1,6,0,@realDonaldTrump the j in donald j trump stands for “genius” n e ways chile,the j in donald j trump stands for jenius ways chile,"['donald', 'trump', 'stand', 'geniu', 'way', 'chile']",Neutral
8/7/2020,Biden,ayoedebiri,Twitter Web App,49051,1379,1,"I'm signing up to phonebank for Joe Bien, aren't I.... (yes, Ago. yes you are.) http://t.co/2SaoEAYZFF",im signing up phonebank for joe biden are not yes ayo yes you are,"['sign', 'phonebank', 'bien']",Negative
8/7/2020,Trump,bobbyjoejimjack,TweetDeck,263,746,0,@markbspiegel He's not wrong. Fed manipulation will be even roar effective if Trump wins. Until it isn't.,he not wrong fed manipulation will be even moar effective if trump wins until it not,"['wrong', 'manipul', 'even', 'roar', 'effect', 'trump', 'win']",Positive
8/8/2020,Trump,JaEmBee1,Twitter Web App,175,331,0,"Just got a notification from @nytimes  that the State Department's acting inspector general resigned, less than 3 months after tump fired his predecessor.  How freaking telling is THAT?? What must be going on - that he would hop out so fast?",just got notification from that the state department acting inspector general resigned less than months after trump fired his predecessor how freaking telling that what must be going that he would hop out so fast,"['notif', 'state', 'depart', 'act', 'inspector', 'gener', 'resign', 'le', 'month', 'trump', 'fire', 'predecessor', 'freak', 'tell', 'must', 'go', 'would', 'fast']",Negative
8/8/2020,Trump,AkaFbr,Twitter for iPhone,2968,2950,0,"@realDonaldTrump The majority of people are sick of your crap! I thought I’d never say this to a president of our country, you deserve no respect whatsoever. Look at how you react when someone calls you out: http://t.co/9fr4JOkyEO",the majority of people are sick of your crap thought id never say this president of our country you deserve no respect whatsoever look how you react when someone calls you out,"['major', 'peopl', 'sick', 'crap', 'thought', 'never', 'presid', 'countri', 'deserv', 'respect', 'whatsoev', 'look', 'react', 'someon', 'call']",Negative
8/8/2020,Trump,hero4hire4,Twitter for iPhone,7451,7420,0,"BREAKING: President Trump on OJ Investigations into Obamagate: ""I Do Hear It's Breathtaking What They Found"" (VIDEO) http://t.co/unConAk2Th",breaking president trump doj investigations into obamagate do hear it breathtaking what they found video,"['break', 'presid', 'trump', 'investig', 'obamag', 'hear', 'breathtak', 'found', 'video']",Positive
8/8/2020,Trump,lonestarmoocher,Twitter for iPhone,2367,3497,0,After the President’s disaster interview with Axis. Trump shows some concerns he immediately went to the phone and called Ivanna and asked how did my Hair Look. 👀,after the presidents disaster interview with axios trump shows some concerns he immediately went the phone and called ivanka and asked how did my hair look,"['presid', 'disast', 'interview', 'axi', 'trump', 'show', 'concern', 'immedi', 'went', 'phone', 'call', 'ivanka', 'ask', 'hair', 'look']",Negative
8/8/2020,Trump,bdholtzman,Twitter Web App,1731,2080,0,"@HKrassenstein No, another lie by trump to distract and obfuscate from his own criminal behavior.

Tommyto, tomato, I know...",no another lie by trump distract and obfuscate from his own criminal behavior tomayto tomahto know,"['anoth', 'trump', 'distract', 'obfusc', 'crimin', 'behavior', 'tommyto', 'tomato', 'know']",Negative
8/8/2020,Trump,RachCarmona,Twitter Web App,1314,1166,1,Trump out here saying Obama is mad for calling for voting rights expansion. This president has got to go. We're not even waiting til November. Let's remove him. http://t.co/ra1hKJLmMD,trump out here saying obama mad for calling for voting rights expansion this president has got go we are not even waiting today learned november let remove him,"['trump', 'say', 'obama', 'call', 'vote', 'right', 'expans', 'presid', 'even', 'wait', 'today', 'learn', 'novemb', 'remov']",Negative
8/8/2020,Biden,saitoryu,Twitter Web App,368,758,1,@JacktheFate For me that's when she started to dip. Then when she tried to paint Jernie as a closeted sexist sealed my hatred. Then she NEVER went after Bien. Even though her supporters swore she would. Then to have certain leftist personalities prop her up was infuriating.,for me that when she started dip then when she tried paint bernie as closeted sexist sealed my hatred then she never went after biden even though her supporters swore she would then have certain lefitst personalities prop her up was infuriating,"['start', 'tri', 'paint', 'jerni', 'closet', 'sexist', 'seal', 'hatr', 'never', 'went', 'bien', 'even', 'though', 'support', 'swore', 'would', 'certain', 'leftist', 'person', 'prop', 'infuri']",Negative
8/8/2020,Trump,faridahmalik55,Twitter for iPad,317,676,0,@support_dem More horrific is OP continuing their support. Do they really think that they’ll get away with it post Trump ?,more horrific gop continuing their support do they really think that theyll get away with it post trump,"['horrif', 'continu', 'support', 'realli', 'think', 'they', 'away', 'post', 'trump']",Negative
8/8/2020,Trump,Rick95648,Twitter for Android,4774,4625,0,"@dbongino Republicans are elephants...
Trump is the lion...
Joe...well he is an old slow crow.. http://t.co/09Up2i2din",republicans are elephants trump the lion joe well he an old slow crow,"['republican', 'eleph', 'trump', 'lion', 'well', 'slow', 'crow']",Neutral
8/8/2020,Trump,TrumpTheCrimin1,Twitter Web App,5599,5837,1,157K Head Americans.  Trump is criminally inept and stupid making him a murderer of Americans. http://t.co/RIFyRyu4No,k dead americans trump criminally inept and stupid making him murderer of americans,"['dead', 'american', 'trump', 'crimin', 'inept', 'stupid', 'make', 'murder', 'american']",Negative
8/8/2020,Trump,MamaSitaa__,Twitter for Android,710,299,0,Science is real. Trump's expertise is not.,science real trump expertise not,"['scienc', 'real', 'trump', 'expertis']",Neutral
8/8/2020,Trump,Cheryl84419609,Twitter Web App,0,15,0,"@seanhannity It’s not appalling when people ask Trump questions about his health, once they accused the President of snorting cocaine cause he seemed to sniffle to much during press conferences hahas! So don’t take it personally Joe unless of course you are on drugs.",its not appalling when people ask trump questions about his health once they accused the president of snorting cocaine cause he seemed sniffle much during press conferences hahaa so do not take it personally joe unless of course you are drugs,"['appal', 'peopl', 'trump', 'question', 'health', 'accus', 'presid', 'snort', 'cocain', 'caus', 'seem', 'sniffl', 'much', 'press', 'confer', 'haha', 'take', 'person', 'unless', 'cours', 'drug']",Negative
8/8/2020,Trump,JeffreyDaviso13,Twitter Web App,906,1640,0,Is anyone dumb enough to believe the ISA warrant on Carter Page was not used to get surveillance on Donald Trump? Mr Durham needs to hurry up!,anyone dumb enough believe the fisa warrant carter page was not used get surveillance donald trump mr durham needs hurry up,"['anyon', 'dumb', 'enough', 'believ', 'fish', 'warrant', 'carter', 'page', 'use', 'surveil', 'donald', 'trump', 'durham', 'need', 'hurri']",Negative
